lang_name1	lang_name2	lang_name3	n_page_w_tr	n_tte_w_tr	n_tte_wo_tr	n_tte_icho_w_tr
Rotokas			2	2	0	2
Rotuman			7	7	0	7
Rouran			1	1	0	1
Roviana			4	4	0	4
Rufiji			2	2	0	2
Rukai			24	24	0	24
Rukiga			4	4	0	4
Rumu			3	3	0	3
Rungus			44	44	0	44
Rungwa			2	2	0	2
Rushani			1	1	0	1
Russenorsk			6	6	0	6
Russian			59178	85956	1670	85952
Russian	1708		1	1	0	
Russian	1918		1	1	0	
Russian	Middle Russian		1	1	0	
Russian	Old Russian		1	1	0	
Russian	Pre-reform orthography		4	4	0	
Russian Sign Language			1	1	1	1
Rusyn			4	4	0	4
Rutul			27	27	0	27
Ruuli			6	6	0	6
Rwa			1	1	0	1
Rwanda-Rundi			221	226	36	248
Rwanda-Rundi	Kinyarwanda		17	17	0	
Rwanda-Rundi	Kirundi		5	5	0	
Rwanda-Rundi	Rundi		1	1	0	
Rwanda-Rundi	Rwanda		1	1	0	
Rwanda-Urundi			1	1	0	1
Réunion Creole French			177	183	0	183
Sa			2	2	1	2
Sa'a			3	3	0	3
Saami			0	0	1	1
Saami	Inari		1	1	0	
Saami	Kildin		1	1	0	
Saami	Lule		1	1	0	
Saami	Northern		1	1	0	
Saami	Pite		1	1	0	
Saami	Skolt		1	1	0	
Saami	Southern		1	1	0	
Saamia			1	1	0	1
Saanich			91	101	0	101
Saaroa			32	32	1	32
Saba			0	0	1	0
Sabaean			6	6	0	6
Sabah Bisaya			25	25	0	25
Sabanê			2	2	0	2
Sabine			1	1	0	1
Sabir			2	2	0	2
Sabu			5	5	0	5
Sacapulteco			1	1	0	1
Saek			27	28	1	28
Safaitic			1	1	0	1
Safeyoka			1	1	0	1
Safwa			2	2	0	2
Sahaptin			3	3	0	3
Saho			137	139	8	139
Sahu			5	5	0	5
Saisiyat			30	30	0	30
Saka			2	2	0	2
Sakachep			1	1	0	1
Sakirabiá			1	1	0	1
Sakizaya			25	25	5	25
Salako			2	2	0	2
Salar			79	82	1	82
Saliba (Colombia)			5	5	0	5
Saliba (New Guinea)			1	1	0	1
Salinan			3	3	0	3
Saluan			1	1	0	1
Sama			0	0	9	8
Sama	Central Sama		1	1	1	
Sama	Pangutaran Sama		5	5	0	
Sama	Southern Sama		3	3	1	
Samaon			1	1	0	1
Samarokena			1	1	0	1
Sambali			18	18	0	18
Sambe			2	2	0	2
Samburu			5	5	0	5
Sami			25	25	1994	1992
Sami	Akkala Sami		14	14	0	
Sami	Inari Sami		335	341	9	
Sami	Kemi Sami		3	3	0	
Sami	Kildin Sami		221	253	4	
Sami	Lule Sami		160	164	1	
Sami	Northern Sami		1507	1730	33	
Sami	Pite Sami		47	48	1	
Sami	Skolt Sami		470	486	1	
Sami	Southern Sami		229	233	2	
Sami	Ter Sami		46	47	0	
Sami	Ume Sami		35	36	1	
Samo			6	6	2	8
Samo	Southern Samo		2	2	0	
Samoan			733	769	56	769
Samoan Plantation Pidgin			3	3	0	3
Samogitian			357	371	26	371
Samtao			1	1	0	1
San Juan Guelavía Zapotec			1	1	0	1
Sanaviron			1	1	0	1
Sandawe			5	5	0	5
Sanggau			2	2	0	2
Sangil			3	3	0	3
Sangir			7	7	0	7
Sangisari			13	13	0	13
Sanglechi			1	1	0	1
Sango			113	115	6	115
Sangu (Tanzania)			1	1	0	1
Sani			1	1	1	1
Saniyo-Hiyewe			2	2	0	2
Sanskrit			3933	4355	50	4354
Sanskrit	Vedic Sanskrit		7	7	0	
Santa Cruz			1	1	0	1
Santali			412	433	40	432
Sanumá			3	3	1	3
Sapará			1	1	0	1
Saponi			1	1	0	1
Sapé			1	1	0	1
Sar			1	1	1	1
Sara			1	1	0	1
Saraiki			39	41	2	41
Saramaccan			24	24	0	24
Sarasira			1	1	0	1
Saraveca			1	1	0	1
Sardinian			1296	1396	320	1694
Sardinian	Campidanese		247	301	0	
Sardinian	Limba Sarda Comuna		1	1	0	
Sardinian	Logudorese		240	291	0	
Sardinian	Nuorese		7	8	0	
Sarikoli			26	27	0	27
Sarua			1	1	0	1
Sasak			20	20	0	20
Sassarese			199	253	3	253
Satawalese			8	8	1	8
Saterland Frisian			2	2	0	2
Sateré-Mawé			1	1	0	1
Sathmar Swabian			2	2	0	2
Sauk			1	1	0	1
Saulteaux			1	1	0	1
Saurashtra			9	10	0	10
Savi			1	1	0	1
Savosavo			77	77	0	77
Saxwe gbe			1	1	0	1
Scanian			13	13	0	13
Scots			1858	2417	35	2419
Scots	Hawick Scots		1	1	0	
Scots	Latin		1	1	0	
Scots	Middle Scots		1	1	0	
Scots	Ulster Scots		8	8	0	
Scots	{{qualifier|Dundee}}		1	1	0	
Scottish Gaelic			8731	12425	62	12424
Sebat Bet Gurage			2	2	0	2
Seberuang			1	1	0	1
Sebop			63	63	0	63
Sechelt			2	2	0	2
Sechura			2	2	0	2
Secoya			3	3	0	3
Sedang			5	5	0	5
Sedoa			1	1	0	1
Seenku			1	1	0	1
Segai			3	3	0	3
Sehwi			1	1	0	1
Seimat			5	6	0	6
Sekani			7	7	0	7
Sekapan			7	7	0	7
Sekar			1	1	0	1
Seko Tengah			1	1	0	1
Selaru			3	3	0	3
Selayar			1	1	0	1
Selepet			1	1	0	1
Selk'nam			4	4	0	4
Selkup			0	0	24	22
Selkup	Northern Selkup		9	9	2	
Selkup	Southern Selkup		20	20	2	
Sema			1	1	0	1
Semai			47	49	1	49
Semaq Beri			2	2	0	2
Semelai			2	2	0	2
Semnam			3	3	0	3
Semnani			1	1	0	1
Sena			7	7	0	7
Seneca			35	36	0	36
Senggi			1	1	0	1
Senni			0	0	28	27
Senni	Humburi Senni		1	1	0	
Senni	Koyraboro Senni		26	26	1	
Senoufo			0	0	20	19
Senoufo	Cebaara		0	0	1	
Senoufo	Djimini		6	7	0	
Senoufo	Nafaanra		9	9	0	
Senoufo	Supyire		4	4	0	
Sentani			2	2	0	2
Senufo			0	0	3	3
Senufo	Djimini		2	2	0	
Senufo	Mamara		3	3	0	
Senufo	Nafaanra		1	1	0	
Senufo	Supyire		2	2	0	
Senufo	Tagwana		1	1	0	
Sepa (New Guinea)			2	2	0	2
Sera			2	2	0	2
Serbian			2	2	1	3
Serbian	Cyrillic		1	1	0	
Serbian	Latin		1	1	0	
Serbo-Croatian			5838	7149	16577	23402
Serbo-Croatian	Arabic		1	1	0	
Serbo-Croatian	Arebica		2	2	0	
Serbo-Croatian	Bosnian		1	1	0	
Serbo-Croatian	Croatian		7	7	2	
Serbo-Croatian	Croatian	Cyrillic	1	1	0	
Serbo-Croatian	Croatian	Latin	1	1	0	
Serbo-Croatian	Cyrillic		12263	15496	160	
Serbo-Croatian	Ekavian		1	1	0	
Serbo-Croatian	Ijekavian		1	1	0	
Serbo-Croatian	Kajkavian		1	1	0	
Serbo-Croatian	Latin		12756	16315	106	
Serbo-Croatian	Roman		19	23	3	
Serbo-Croatian	Serbian		2	2	5	
Serbo-Croatian	Serbian	Cyrillic	1	1	0	
Serbo-Croatian	Serbian	Latin	1	1	0	
Serbo‐Croatian			0	0	1	1
Serbo‐Croatian	Cyrillic		1	1	0	
Serbo‐Croatian	Latin		1	1	0	
Serer			2	2	0	2
Seri			69	74	0	74
Serili			2	2	0	2
Serrano			2	2	0	2
Seru			1	1	0	1
Serua			1	1	0	1
Serui-Laut			1	1	0	1
Sesotho			1	1	0	1
Seta			2	2	0	2
Setho			1	1	0	1
Seti			1	1	0	1
Seychellois Creole			78	78	0	78
Seze			1	1	0	1
Sha			1	1	0	1
Shabo			1	1	0	1
Shall-Zwall			1	1	0	1
Shambala			3	3	0	3
Shan			690	711	155	711
Shanga			1	1	0	1
Sharanahua			1	1	0	1
Shawiya			1	1	0	1
Shawnee			9	9	1	9
She			1	1	0	1
Shehri			2	2	0	2
Sheko			1	1	0	1
Shelta			1	1	0	1
Sherbro			4	4	0	4
Sherdukpen			1	1	0	1
Sherpa			128	130	20	130
Shetlandic			1	1	0	1
Shilluk			6	6	0	6
Shina			7	7	0	7
Shipibo-Conibo			12	12	0	12
Shixing			1	1	0	1
Sholaga			4	4	0	4
Shona			264	267	4	267
Shor			396	408	1	408
Shoshone			20	21	0	21
Shuar			7	7	1	7
Shughni			31	31	0	31
Shughni	Bartangi		1	1	0	
Shughni	Khufi		1	1	0	
Shuswap			21	23	0	23
Sialum			1	1	0	1
Sian			1	1	0	1
Siane			1	1	0	1
Siang			1	1	0	1
Siar-Lak			2	2	0	2
Siberian Tatar			38	39	0	39
Siberian Tatar	Baraba		1	1	0	
Sicilian			3387	4451	29	4451
Sicilian	Old Sicilian		1	1	0	
Sicilian	Palermitan		1	2	0	
Sicilian	Salentino		1	1	0	
Sidamo			159	159	4	159
Sie			4	4	0	4
Sika			4	4	0	4
Sikaiana			8	8	0	8
Sikaritai			1	1	0	1
Sikiana			0	0	1	0
Sikkimese			304	313	76	313
Sikkimese Bhutia			1	1	0	1
Sikule			1	1	0	1
Silesian			543	567	4	567
Silimo			1	1	0	1
Siliput			1	1	0	1
Silt'e			2	2	0	2
Simalungun			1	1	0	1
Simbali			0	0	1	0
Simbari			2	2	0	2
Simbo			1	1	0	1
Simeku			0	0	1	0
Simeulue			7	7	10	7
Sinacantán			2	2	0	2
Sinagen			1	1	0	1
Sinaugoro			2	2	0	2
Sindhi			659	779	147	794
Sindhi	Arabic		16	16	0	
Sindhi	Devanagari		15	15	0	
Sindhi	Khudawadi		1	1	0	
Singpho			0	0	2	0
Sinhala			21	21	7	21
Sinhalese			1857	1951	145	1951
Sio			2	2	0	2
Siona			3	3	0	3
Sipakapense			2	2	0	2
Sira			1	1	1	1
Siraya			4	4	0	4
Sirenik			7	7	0	7
Siriano			3	3	0	3
Sirionó			2	2	0	2
Siroi			3	3	0	3
Sisaala			1	1	0	1
Sissano			2	2	0	2
Situ			2	2	4	2
Sivandi			1	1	0	1
Siwi			1	1	2	1
Ske			1	1	0	1
Skolt Sami			1	1	0	1
Skou			4	4	0	4
Skou	Wutung		1	1	0	
Slavey			0	0	10	10
Slavey	North Slavey		2	2	0	
Slavey	South Slavey		9	9	0	
Slavomolisano			3	3	0	3
Slovak			14458	18546	670	18556
Slovak	Old Slovak		49	49	0	
Slovene			11294	14546	230	14546
Slovincian			46	48	0	48
So'a			2	2	0	2
Sobei			3	3	0	3
Soga			6	6	0	6
Sogdian			34	35	1	36
Sogdian	Manichaean 		1	1	0	
Sogdian	Sogdian		1	1	0	
Sokna			1	1	0	1
Sokoro			1	1	0	1
Solano			1	1	0	1
Solon			16	16	0	16
Solong			1	1	0	1
Solos			2	2	0	2
Somali			886	917	100	918
Somali	Latin		1	1	0	
Somali	Osmanya		1	1	0	
Somba-Siawari			2	2	0	2
Sonaga			2	2	0	2
Soninke			15	17	0	17
Sonsorolese			1	1	1	1
Soo			2	2	0	2
Soqotri			9	9	2	9
Sora			4	4	3	4
Sorbian			6	6	3253	3243
Sorbian	Lower Sorbian		2362	2785	28	
Sorbian	Upper Sorbian		1753	1854	33	
Sori-Harengan			2	2	0	2
Sorsogon			0	0	4	4
Sorsogon	Masbate Sorsogon		4	4	0	
Sorsogon	Waray Sorsogon		4	4	0	
Sos Kundi			1	1	0	1
Sotho			485	568	9	568
Sotho	Northern Sotho		2	2	0	
Sougb			10	10	0	10
South Central Banda			1	1	0	1
South Picene			2	2	0	2
Southeast Ambrym			1	1	0	1
Southeast Babar			1	1	0	1
Southeast Ijo			8	8	0	8
Southern Altai			547	611	0	611
Southern Altai	Telengit		2	2	0	
Southern Bobo			1	1	0	1
Southern Carrier			2	2	0	2
Southern Dagaare			1	1	0	1
Southern Sotho			1	1	0	1
Southern Tiwa			2	2	0	2
Southwest Gbaya			1	1	0	1
Southwestern Fars			1	1	0	1
Sowa			1	1	0	1
Soyot			1	1	0	1
Spainish			1	1	0	1
Spanish			62398	86570	1849	86570
Spanish	Latin America		1	1	0	
Spanish	Old Spanish		78	83	0	
Spanish	Spanish		1	1	0	
Spanish	Venezuela		1	1	0	
Spokane			1	1	0	1
Squamish			19	21	0	21
Sranan Tongo			818	890	0	890
Stoney			6	6	0	6
Suabo			2	2	0	2
Suau			2	2	0	2
Suba			7	7	0	7
Suba-Simbiti			6	6	0	6
Subanen			0	0	1	1
Subanen	Central Subanen		1	1	0	
Subanen	Northern Subanen		1	1	0	
Subanen	Western Subanon		1	1	0	
Subtiaba			1	1	0	1
Sudest			1	1	0	1
Sudovian			98	99	0	99
Suena			2	2	0	2
Suga			1	1	0	1
Sui			5	5	1	5
Suki			1	1	0	1
Suku			2	2	0	2
Sukuma			9	9	0	9
Sukur			1	1	0	1
Sukurum			1	1	0	1
Sulod			1	1	0	1
Sulung			1	1	0	1
Sumariup			0	0	1	0
Sumbawa			6	6	0	6
Sumbwa			2	2	0	2
Sumerian			180	187	0	187
Sundanese			1000	1092	10	1093
Sundanese	Old Sundanese		1	1	0	
Sunwar			3	3	0	3
Sur			1	1	0	1
Suri			1	1	0	1
Surigaonon			6	6	0	6
Sursurunga			2	2	0	2
Susu			7	7	0	7
Suwawa			1	1	0	1
Suyá			6	6	0	6
Svan			306	316	14	315
Svan	Ter Sami		1	1	0	
Svedish			1	1	0	1
Swahili			6211	8845	180	8845
Swazi			109	112	11	112
Swedish			41665	57560	230	57558
Swedish	Cyrillic		1	2	0	
Swedish	Finnish		1	1	0	
Swedish	Guntish		1	1	0	
Swedish	Old Swedish		32	33	1	
Swedish	Stockholm		1	1	0	
Swedish	Swedish		1	1	0	
Swedish	Swenglish		1	1	0	
Sylheti			403	442	75	442
Syriac			5	5	0	5
Sácata			1	1	0	1
Sãotomense			4	4	0	4
Sô			1	1	0	1
T'en			1	1	0	1
Taabwa			1	1	0	1
Taba			4	4	0	4
Tabancale			1	1	0	1
Tabaru			30	30	0	30
Tabasaran			259	266	0	266
Tabla			1	1	0	1
Tabo			2	2	0	2
Tabriak			1	1	0	1
Tacana			4	4	0	4
Tachawit			24	26	2	24
Tadaksahak			1	1	0	1
Tadyawan			2	2	0	2
Tae'			7	7	0	7
Tagabawa			5	6	0	6
Tagalog			11747	14338	174	14338
Tagalog	Baybayin		1	1	0	
Tagalog	Latin		1	1	0	
Tagbanwa			1	1	0	1
Tagdal			0	0	2	0
Tagish			2	2	0	2
Tagoi			3	3	0	3
Tahitian			399	415	19	415
Tahltan			5	5	0	5
Tai			0	0	1	0
Tai Dam			118	118	40	118
Tai Do			1	1	0	1
Tai Dón			8	8	0	8
Tai Hongjin			1	1	0	1
Tai Laing			8	8	3	8
Tai Long			0	0	2	0
Tai Lue			0	0	1	0
Tai Lü			1	1	0	1
Tai Nüa			80	81	32	81
Tai-Nüa			1	1	0	1
Taikat			1	1	0	1
Tainae			1	1	0	1
Taino			1	1	0	1
Tairora			0	0	2	2
Tairora	North Tairora		2	2	0	
Tairora	South Tairora		1	1	0	
Tairuma			1	1	0	1
Taita			7	7	0	7
Tajik			6321	7061	41	7065
Tajik	Cyrillic		3	4	0	
Tajik	Latin		4	5	0	
Tajio			5	5	0	5
Takelma			1	1	0	1
Takia			6	6	0	6
Takuu			2	2	0	2
Takwane			3	3	0	3
Tal			10	10	0	10
Tala			1	1	0	1
Talaud			2	2	0	2
Taliabu			3	3	0	3
Talinga-Bwisi			2	2	0	2
Talise			2	2	0	2
Taloki			2	2	0	2
Talu			1	1	0	1
Talysh			226	231	57	288
Talysh	Anbarani		5	5	0	
Talysh	Asalemi		62	65	0	
Talysh	Cyrillic		1	1	0	
Talysh	Latin		1	1	0	
Talysh	Masali		1	1	0	
Tama (Chad)			1	1	0	1
Tamambo			1	1	0	1
Tamanaku			1	1	0	1
Tamang			0	0	1	1
Tamang	Eastern Tamang		1	1	0	
Tamasheq			2	2	0	2
Tambas			2	2	0	2
Tambora			1	1	0	1
Tami			1	1	0	1
Tamil			6552	8533	410	8532
Tamil	Old Tamil		4	4	0	
Tampuan			1	1	0	1
Tampulma			2	2	0	2
Tanacross			25	25	1	25
Tanana			0	0	129	129
Tanana	Lower Tanana		127	129	0	
Tanana	Upper Tanana		1	1	0	
Tanapag			1	1	1	1
Tandaganon			1	1	0	1
Tanema			1	1	0	1
Tangale			2	2	0	2
Tangam			1	1	0	1
Tangchangya			1	1	0	1
Tangoa			1	1	0	1
Tangsa			11	11	2	11
Tangut			45	45	0	45
Tanimbili			1	1	0	1
Tanimuca-Retuarã			4	4	0	4
Tanjijili			1	1	0	1
Taos			391	409	5	409
Tapachultec			1	1	0	1
Taparita			2	2	0	2
Tapayuna			6	6	0	6
Tapirapé			2	2	0	2
Tara Baka			1	1	0	1
Tarafit			1	1	0	1
Tarahumara			0	0	10	10
Tarahumara	Central Tarahumara		10	10	0	
Tarairiú			1	1	0	1
Tarangan			0	0	3	3
Tarangan	West Tarangan		3	3	0	
Tarantino			167	176	10	176
Tarao			2	2	0	2
Taraon			2	2	0	2
Tariana			8	8	0	8
Tarifit			521	591	5	591
Tarok			2	2	0	2
Taroko			29	29	2	29
Tarpia			3	3	0	3
Taruma			1	1	0	1
Tashelhit			219	240	2	238
Tashelhit	Medieval Tashelhit		1	1	0	
Tat			159	161	0	161
Tat	Judeo-Tat		1	1	0	
Tatana			1	1	0	1
Tatar			3440	3698	27	3708
Tatar	Cyrillic		5	10	0	
Tatar	Kasimov Tatar		1	1	0	
Tatar	Kryashen		19	19	0	
Tatar	Latin		8	13	0	
Tatar	Old Tatar		1	1	0	
Tati			1	1	0	1
Tati	Azeri		1	1	0	
Tatuyo			2	2	0	2
Tauade			1	1	0	1
Taupota			1	1	0	1
Tause			1	1	0	1
Taushiro			2	2	0	2
Tausug			460	471	15	471
Tauya			23	23	0	23
Taveta			1	1	0	1
Tavoyan			1	1	0	1
Tawala			2	2	0	2
Tawang Monpa			1	1	0	1
Tawasa			1	1	0	1
Tawoyan			2	2	0	2
Tawoyang			1	1	0	1
Tayo			2	2	0	2
Taíno			9	9	2	9
Tboli			24	24	0	24
Te'un			1	1	0	1
Teanu			1	1	0	1
Tedaga			5	5	0	5
Tee			1	1	0	1
Tefaro			0	0	1	0
Tegali			1	1	0	1
Tehit			1	1	0	1
Tehuelche			3	3	0	3
Teiwa			1	1	0	1
Teke			0	0	1	1
Teke	North Teke		1	1	0	
Teke	Nzadi		1	1	0	
Teke	Teke-Tyee		1	1	0	
Teke-Tege			16	16	0	16
Teke-Tyee			2	2	0	2
Tektiteko			1	1	0	1
Tela-Masbuar			1	1	0	1
Telugu			5498	6885	223	6885
Tem			2	2	0	2
Tembé			1	1	0	1
Temein			1	1	0	1
Temi			2	2	0	2
Temiar			8	9	0	9
Temne			1	1	1	1
Temoq			4	4	0	4
Ten'edn			1	1	0	1
Tenharim			2	2	1	3
Tenharim	Kagwahiv		1	1	0	
Tenharim	Parintintín		1	1	0	
Teop			1	1	0	1
Tepecano			5	5	0	5
Tepehua			0	0	5	5
Tepehua	Huehuetla Tepehua		5	5	0	
Tepehua	Tlachichilco Tepehua		1	1	0	
Tepehuan			0	0	12	12
Tepehuan	Northern Tepehuan		3	3	0	
Tepehuan	Southeastern Tepehuan		9	9	0	
Tepehuan	Southwestern Tepehuan		1	1	0	
Tera			1	1	0	1
Tereno			1	1	0	1
Teressa			1	1	0	1
Teribe			23	23	0	23
Termanu			2	2	0	2
Ternate			168	169	3	169
Tese			1	1	0	1
Teso			1	1	0	1
Tetela			6	6	0	6
Tetum			569	605	30	605
Tetun Dili			2	2	1	2
Tewa			138	146	0	146
Thai			13395	16198	1575	16210
Thai	Asalemi		1	1	0	
Thai	Central Thai		8	12	0	
Thai	Northern Thai		209	216	138	
Thai	Phu Thai		0	0	5	
Thai	Southern Thai		31	35	53	
Thangmi			2	2	0	2
Thao			34	34	0	34
Tharaka			2	2	0	2
Thavung			3	3	0	3
Tho			1	1	0	1
Thompson			4	4	0	4
Thracian			2	2	0	2
Tiang			1	1	0	1
Tibetan			2752	3145	458	3146
Tibetan	Classical Tibetan		7	7	0	
Ticuna			1	1	0	1
Tidore			43	43	5	43
Tidung			0	0	3	3
Tidung	Northern Tidung		1	1	0	
Tidung	Southern Tidung		3	3	0	
Tigre			67	72	27	72
Tigrinya			941	999	60	999
Tikar			2	2	1	2
Tikopia			2	2	0	2
Tillamook			8	8	0	8
Timbe			1	1	0	1
Timor Pidgin			1	1	0	1
Timote			1	1	0	1
Timucua			2	2	2	2
Tindi			9	9	0	9
Tinigua			1	1	0	1
Tinrin			7	7	0	7
Tipai			3	3	0	3
Tiruray			12	12	0	12
Titan			1	1	0	1
Tiv			4	4	0	4
Tiwa			3	3	0	3
Tiwi			41	41	5	41
Tlahuica			6	6	0	6
Tlingit			146	149	0	149
To'abaita			3	3	0	3
Toaripi			1	1	0	1
Toba			2	2	0	2
Toba-Maskoy			0	0	1	0
Tobelo			4	4	0	4
Tobian			2	2	1	2
Tobilung			3	4	0	4
Tocantins Asurini			3	3	0	3
Tocharian			1	1	0	1
Tocharian A			129	138	1	138
Tocharian B			1438	1546	5	1546
Tocho			1	1	0	1
Toda			1	1	0	1
Tofa			76	81	0	81
Tojolabal			2	2	0	2
Tok Pisin			900	1133	12	1133
Tokelauan			120	121	0	121
Tokunoshima			25	27	2	27
Tol			1	1	0	1
Tolai			13	13	0	13
Tolaki			1	1	0	1
Tolomako			1	1	0	1
Tolowa			1	1	0	1
Tomadino			1	1	0	1
Tombonuo			4	4	0	4
Tombulu			1	1	0	1
Tomini			2	2	0	2
Tomoip			1	1	0	1
Tonga (Malawi)			27	27	0	27
Tonga (Mozambique)			2	2	0	2
Tonga (Zambia)			48	49	0	49
Tongan			611	653	51	653
Tonkawa			18	18	0	18
Tonsawang			1	1	0	1
Tonsea			1	1	0	1
Tontemboan			3	3	0	3
Tooro			197	220	0	220
Toraja-Sa'dan			2	2	0	2
Toram			0	0	1	0
Torau			1	1	0	1
Toro			2	2	0	2
Torona			1	1	0	1
Torres Strait Creole			14	14	5	14
Torricelli			7	7	0	7
Torwali			12	12	0	12
Toto			0	0	1	0
Totoli			2	2	0	2
Totonac			0	0	16	16
Totonac	Highland Totonac		10	10	0	
Totonac	Misantla Totonac		2	2	0	
Totonac	Papantla Totonac		12	12	0	
Totonac	Upper Necaxa Totonac		1	1	0	
Totonac	Xicotepec de Juárez Totonac		8	8	0	
Totoro			2	2	0	2
Toura			1	1	0	1
Toussian			0	0	1	0
Toussian	Northern Toussian		0	0	1	
Toussian	Southern Toussian		0	0	1	
Translingual			64	69	4	73
Translingual	Taxonomic name		4	4	0	
Transylvanian Saxon			13	13	0	13
Traveller Norwegian			3	3	0	3
Tregami			7	7	0	7
Trimuris			1	1	1	1
Tringgus			1	1	0	1
Trinidadian Creole English			3	3	0	3
Trinitario			2	2	0	2
Triqui			0	0	34	34
Triqui	Chicahuaxtla Triqui		15	15	0	
Triqui	Copala Triqui		24	24	0	
Triqui	San Martín Itunyoso Triqui		1	1	0	
Trió			11	11	0	11
Trumai			3	3	0	3
Tsafiki			4	4	0	4
Tsakhur			20	20	0	20
Tsamai			1	1	0	1
Tsez			18	18	0	18
Tshangla			2	2	0	2
Tshobdun			1	1	0	1
Tsimané			5	5	0	5
Tsimshian			11	11	0	11
Tso			0	0	1	0
Tsonga			68	71	10	71
Tsou			35	35	0	35
Tsuut'ina			9	9	0	9
Tsuvadi			1	1	0	1
Tswa			2	2	0	2
Tswana			177	182	15	182
Tswapong			1	1	0	1
Tuamotuan			11	12	0	12
Tuareg			14	15	7	15
Tucano			3	3	0	3
Tugun			3	3	0	3
Tujia			0	0	6	6
Tujia	Northern Tujia		5	5	0	
Tujia	Southern Tujia		1	1	0	
Tukang Besi			0	0	5	5
Tukang Besi	North Tukang Besi		5	5	0	
Tukang Besi	South Tukang Besi		2	2	0	
Tuki			2	2	0	2
Tukudede			1	1	0	1
Tulehu			1	1	0	1
Tulu			114	116	5	116
Tulu-Bohuai			1	1	0	1
Tumak			1	1	0	1
Tumbuka			344	375	0	375
Tumleo			2	2	0	2
Tumtum			1	1	0	1
Tundra Nenets			7	8	0	8
Tundra Nenets	Tundra Nenets		1	1	0	
Tunebo			0	0	2	2
Tunebo	Central Tunebo		2	2	0	
Tunen			0	0	1	0
Tungag			2	2	0	2
Tunggare			1	1	0	1
Tunica			4	4	0	4
Tunisian Berber			1	1	0	1
Tunjung			5	5	0	5
Tunumiisut			1	1	0	1
Tuoba			1	1	0	1
Tupinambá			89	100	0	100
Turka			8	9	0	9
Turkana			5	5	0	5
Turkish			26612	34531	3753	37613
Turkish	Khorasani Turkish		3	3	0	
Turkish	Old Anatolian Turkish		31	34	0	
Turkish	Ottoman Turkish		7134	8799	9	
Turkmen			4257	4574	91	4577
Turkmen	Cyrillic		40	45	0	
Turkmen	Latin		2	3	0	
Turumsa			0	0	1	0
Tuscarora			8	9	0	9
Tutchone			0	0	7	6
Tutchone	Northern Tutchone		5	5	1	
Tutchone	Southern Tutchone		5	5	1	
Tutelo			10	10	0	10
Tutong			13	13	0	13
Tututni			1	1	0	1
Tuvaluan			56	58	0	58
Tuvan			754	818	40	818
Tuvan	Chinese Tuvan		1	1	0	
Tuvan	Classic		1	1	0	
Tuyuca			5	5	0	5
Twana			1	1	0	1
Twi			1	1	0	1
Twi Akan			1	1	24	1
Tyap			39	43	0	43
Tyap	Cyrillic		1	1	0	
Tz'utujil			33	33	0	33
Tzeltal			10	10	0	10
Tzotzil			56	57	0	57
Tzotzil	Zinacantán		1	1	0	
Tày			399	426	2	426
Tübatulabal			4	4	0	4
U			1	1	0	1
Uab Meto			27	30	0	30
Ubir			3	3	0	3
Ubykh			33	35	0	35
Uda			1	1	0	1
Udi			229	241	0	241
Udihe			49	51	1	51
Udmurt			882	916	20	916
Udmurt	Beserman Udmurt		8	9	0	
Udmurt	Northern		1	1	0	
Uduk			2	2	0	2
Ugandan Sign Language			1	1	0	1
Ugaritic			586	628	1	628
Ujir			2	2	0	2
Ukit			3	3	0	3
Ukraine			5	5	0	5
Ukrainian			25612	33927	1058	33926
Ukrainian	Cyrillic		1	1	0	
Ukrainian	Urdu		1	1	0	
Ukraininan			1	1	0	1
Ukranian			4	4	0	4
Ukuriguma			1	1	0	1
Ukwa			1	1	0	1
Ulau-Suain			2	2	0	2
Ulch			36	36	1	36
Uldeme			7	7	0	7
Ulithian			9	10	1	10
Ulwa (Nicaragua)			27	28	0	28
Uma			3	3	0	3
Uma' Lung			1	1	0	1
Umatilla			12	12	0	12
Umbindhamu			0	0	1	0
Umbrian			17	18	0	18
Umbundu			36	37	3	37
Umbuygamu			8	8	1	8
Umeda			0	0	1	0
Umotína			3	3	0	3
Unami			1081	1155	2	1154
Uneapa			2	2	0	2
Uneme			1	1	0	1
Unserdeutsch			2	2	0	2
Unua			1	1	0	1
Upper Chehalis			3	3	0	3
Upper Kuskokwim			5	5	0	5
Upper Sorbian			1	1	0	1
Upper Tanana			1	1	0	1
Upper Taromi			1	1	0	1
Ura (Vanuatu)			2	2	0	2
Urak Lawoi'			8	8	0	8
Urapmin			2	2	1	2
Urarina			4	4	0	4
Urartian			6	6	0	6
Urat			4	4	0	4
Urdu			7578	8650	149	8650
Urhobo			32	33	0	33
Uri			1	1	0	1
Urim			2	2	0	2
Uru			1	1	0	1
Uru-Eu-Wau-Wau			1	1	0	1
Uruangnirin			1	1	0	1
Uruava			1	1	0	1
Urubú-Kaapor			5	5	0	5
Urum			54	54	0	54
Usan			1	1	0	1
Ushojo			3	3	0	3
Uspanteco			1	1	0	1
Ute			9	9	0	9
Uyajitaya			2	2	0	2
Uyghur			4508	4869	113	4880
Uyghur	Arabic		12	12	0	
Uyghur	Cyrillic		56	58	0	
Uyghur	Latin		21	21	0	
Uyghur	UEY		2	2	0	
Uyghur	USY		2	2	0	
Uzbek			6820	7450	183	7557
Uzbek	Arabic		1	1	0	
Uzbek	Cyrillic		227	235	0	
